school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,18,R,GT3,A,2,2,teacher,health,home,father,2,4,2,yes,yes,no,yes,yes,yes,no,yes,2,3,5,5,2,5,11,13.273034831584205,11.040980677621599,16.509864194004667
MS,F,15,R,GT3,T,3,2,services,health,home,mother,3,2,0,yes,yes,yes,yes,no,no,yes,yes,1,1,1,1,1,5,18,14.429207249384383,11.155188589698533,16.61960712830581
GP,F,17,R,GT3,T,1,4,health,health,course,other,2,4,3,no,yes,yes,yes,yes,no,yes,yes,3,3,2,4,2,3,18,12.176266163817251,14.109725186467237,16.952461857096893
GP,F,17,R,LE3,T,0,2,health,health,course,mother,2,3,3,yes,yes,yes,yes,yes,no,yes,no,3,5,1,5,5,3,19,13.395461984480757,15.032826324158943,15.708427237671254
MS,M,22,U,GT3,A,1,3,health,at_home,other,other,3,4,0,no,no,no,yes,no,yes,yes,yes,5,4,5,4,4,4,1,8.099453270070878,6.469795044569121,12.52279810384751
GP,F,15,R,GT3,A,3,2,at_home,other,home,other,4,2,0,yes,no,no,no,no,yes,no,yes,5,1,2,5,4,4,28,16.171438431613943,11.486362488653665,13.841579924025012
GP,M,19,R,GT3,A,2,1,health,at_home,other,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,3,2,5,5,3,28,10.537941182369822,12.27447427920302,10.265095998366354
GP,F,17,U,GT3,A,2,2,other,at_home,other,other,4,3,1,yes,no,no,no,no,no,yes,no,1,1,1,4,2,5,20,11.613597513632236,13.64441514174769,15.152546776850485
MS,M,19,U,GT3,T,3,0,teacher,teacher,home,other,1,2,2,no,no,yes,no,no,yes,yes,yes,5,5,1,2,1,3,2,19.461602302177027,12.338977302953925,20.0
MS,M,15,R,LE3,A,2,1,at_home,teacher,reputation,father,2,2,3,no,yes,yes,no,no,yes,no,yes,2,4,5,5,2,1,9,11.339977652682371,13.22159974741944,13.44609373154264
GP,F,19,U,GT3,T,4,0,health,teacher,home,mother,1,4,2,yes,no,no,yes,yes,yes,no,yes,3,1,5,1,1,5,4,14.218205445069614,11.289122580167563,17.786888540763556
MS,M,16,R,GT3,A,0,1,teacher,services,course,mother,3,1,0,yes,no,no,no,yes,yes,no,no,1,5,2,4,5,3,11,13.543597399025423,9.582417134239726,12.297401688723452
MS,M,18,U,GT3,T,0,3,services,teacher,home,father,4,2,0,no,no,no,no,yes,no,no,yes,2,5,2,2,3,4,28,8.001544108981857,14.3525852999567,12.365563170048402
MS,F,21,U,GT3,T,0,3,health,other,reputation,other,3,2,2,yes,no,no,no,no,no,no,no,5,5,4,4,1,3,6,9.000770845064379,14.447717966953451,13.880644898255852
MS,M,17,R,LE3,T,2,3,teacher,at_home,other,mother,2,3,3,yes,yes,yes,yes,yes,yes,yes,yes,4,3,4,3,4,2,8,18.107665930502264,13.955501196507157,20.0
MS,F,20,U,LE3,A,2,0,other,other,other,father,1,3,1,yes,no,no,no,yes,yes,no,yes,1,2,3,1,4,3,1,13.737488827534303,14.48937244232076,17.2001080429234
GP,M,18,U,LE3,T,1,4,services,teacher,course,father,2,4,2,no,yes,yes,yes,no,no,no,no,4,1,5,3,4,5,24,11.94937498282694,9.084817319234599,12.174709887348476
MS,F,21,U,GT3,T,1,1,other,services,course,mother,3,4,0,yes,yes,no,no,no,no,yes,yes,2,2,3,5,2,3,9,10.393055782416827,10.477694661489908,15.506862887126914
GP,F,19,U,GT3,A,0,3,teacher,services,course,mother,4,2,0,no,no,no,no,yes,yes,yes,yes,3,5,3,5,2,4,5,12.96023268653121,15.359599889807239,16.883078044499715
GP,M,17,U,LE3,T,4,1,other,at_home,other,other,4,1,1,no,yes,no,yes,no,no,yes,yes,2,2,1,3,2,1,11,13.245443198789507,13.068699368602921,14.669903890821562
MS,M,19,U,LE3,A,1,0,teacher,other,course,other,2,1,2,yes,no,yes,yes,yes,no,no,no,3,5,1,3,4,2,5,12.679564620725005,12.168501769401354,13.55440039152069
GP,M,16,R,LE3,A,1,4,teacher,health,home,mother,2,4,1,no,yes,no,no,yes,yes,yes,yes,2,5,4,5,1,5,26,15.206881742954007,11.244321747502712,16.649698458670645
GP,M,15,R,GT3,T,2,0,other,other,other,other,1,3,1,yes,no,yes,no,yes,no,no,yes,1,4,3,2,4,4,2,9.399424253495893,15.803696385512657,17.49843999086527
GP,M,17,U,GT3,T,4,1,teacher,teacher,reputation,father,3,2,3,yes,no,yes,no,no,no,yes,no,1,4,4,1,1,2,29,8.997895689661352,6.688698292391326,7.468768913111125
MS,F,21,R,LE3,A,0,4,health,health,other,other,2,2,3,no,yes,no,yes,no,no,no,no,4,2,5,4,2,3,9,15.129211475911081,12.882218888456833,16.652054037739738
MS,M,21,R,LE3,T,1,4,teacher,services,home,other,1,1,0,no,no,yes,yes,yes,no,no,yes,2,1,2,3,3,2,28,18.33806216143173,11.800165931983484,15.108271003746847
GP,F,16,R,LE3,A,4,0,at_home,at_home,home,father,2,4,2,no,no,yes,no,yes,yes,no,yes,2,2,1,1,2,1,8,14.527777328066446,8.242451423376982,14.111314881299009
MS,F,16,U,GT3,A,4,3,teacher,at_home,course,other,4,1,3,no,no,yes,no,yes,no,no,no,4,1,5,4,5,2,19,15.893261135361726,16.849923536966685,18.197183488953222
MS,M,22,R,GT3,A,0,1,at_home,services,other,father,1,1,0,no,no,no,yes,yes,no,yes,yes,5,2,5,4,1,2,4,11.775478091620226,3.928180835946069,11.669855755353613
MS,F,17,U,GT3,T,4,2,teacher,teacher,other,other,1,4,2,yes,yes,yes,yes,no,yes,yes,yes,2,3,1,3,3,3,2,12.798345074586436,12.363764250296082,16.028409752805608
MS,F,19,R,LE3,A,4,2,teacher,services,other,mother,2,3,0,no,yes,yes,no,yes,no,no,no,2,3,1,2,2,3,4,12.757969037096773,13.585385675471128,17.480335464660385
GP,F,20,U,LE3,T,4,0,other,teacher,reputation,other,3,2,3,yes,yes,no,yes,yes,yes,yes,yes,2,1,3,2,3,5,7,11.833720056736606,9.074817823738762,14.360884600160785
GP,F,21,U,GT3,T,1,1,health,health,course,mother,4,3,0,yes,no,no,no,no,yes,no,yes,5,4,4,1,4,3,7,16.23389059787892,12.831780883098489,17.576843370138224
MS,M,21,R,LE3,T,0,1,health,services,home,mother,3,4,2,no,yes,yes,yes,yes,no,yes,no,1,1,5,1,1,2,13,15.34754182480994,11.326553536609715,16.004855685811496
MS,F,16,R,GT3,T,4,0,services,teacher,home,mother,1,4,2,no,no,yes,no,yes,no,yes,yes,4,2,3,5,5,1,23,10.802297342108696,14.964147943840025,13.00093081965029
GP,M,18,U,LE3,A,4,1,other,health,course,mother,3,2,0,no,no,yes,no,yes,no,no,yes,5,5,3,2,4,3,21,7.0632688232017715,20.0,14.714656031049273
GP,M,16,R,LE3,T,1,3,other,services,home,mother,1,3,2,no,no,yes,no,yes,no,no,yes,3,3,5,1,3,5,16,11.809277168384197,13.015781249367645,15.220396796353164
MS,F,20,R,LE3,A,0,0,health,at_home,home,father,3,2,0,no,yes,no,yes,yes,no,yes,no,3,5,5,5,2,5,10,8.53604344528925,13.812142978135666,16.26882716442068
GP,M,19,R,LE3,A,2,3,other,services,course,father,2,1,2,yes,yes,no,no,no,yes,no,yes,5,3,2,4,1,2,25,12.0710251689908,9.074532161390833,9.59865968617753
MS,M,19,U,GT3,T,1,1,health,other,home,father,3,1,0,yes,yes,yes,no,no,no,yes,no,5,2,4,1,5,3,15,8.772402223533101,12.64439704493791,10.601128430429782
MS,M,18,U,LE3,A,0,0,other,services,other,mother,1,1,0,yes,yes,no,yes,no,yes,yes,no,1,3,5,5,2,3,27,15.769549908017101,10.880965045550575,12.44608425804753
GP,F,21,R,GT3,A,4,1,teacher,other,reputation,other,4,3,0,no,no,yes,no,no,no,yes,yes,3,1,1,2,5,5,5,14.053268160131177,14.336432305583669,19.886073432625665
GP,M,16,R,GT3,T,0,0,health,health,course,father,4,1,1,no,yes,no,no,yes,yes,no,no,4,5,2,4,1,3,27,13.98039473835252,7.721882012048827,10.203348756837174
MS,M,22,R,GT3,A,0,1,health,services,reputation,other,4,2,2,yes,yes,no,no,no,no,no,yes,2,5,4,1,3,2,10,15.216557512290805,8.779466859310126,15.061837359400842
MS,M,19,U,LE3,A,0,3,at_home,health,home,other,1,3,3,no,yes,yes,yes,no,no,yes,yes,2,2,1,2,5,1,9,13.1733217327227,15.540057938087918,16.862946376376048
GP,F,20,U,GT3,A,2,3,other,health,home,mother,3,2,0,no,yes,yes,yes,no,no,no,yes,1,5,1,4,1,2,22,13.640405365015765,12.62996458224149,12.66049865491105
MS,M,17,R,GT3,A,0,1,other,teacher,other,mother,4,4,1,no,no,yes,yes,no,no,no,no,1,2,4,3,5,3,29,16.30409619888416,15.971473838162725,19.239102975389603
GP,F,15,R,GT3,T,2,0,health,health,course,mother,4,3,3,yes,yes,yes,yes,no,no,yes,yes,3,4,2,2,2,2,8,11.596454616530153,13.091233932480806,16.561620972231403
MS,F,15,R,LE3,A,4,2,teacher,health,home,father,4,2,0,no,yes,no,no,no,yes,no,yes,4,1,1,3,5,4,27,13.815346003616831,13.529337392081352,14.092824911617555
GP,F,15,R,LE3,A,2,3,teacher,services,course,mother,2,2,3,yes,yes,no,yes,no,no,no,yes,4,3,3,1,2,4,23,8.840584470301273,11.071489851720614,11.952834927138532
GP,F,22,R,GT3,A,4,3,teacher,services,course,father,1,3,1,no,no,yes,yes,no,no,yes,no,5,3,4,5,2,3,26,12.237830746310312,11.41911792112906,13.35153670024597
GP,F,21,R,LE3,A,4,2,other,at_home,course,father,1,4,3,no,yes,no,yes,yes,no,no,no,1,3,4,1,1,3,27,18.777851160819658,14.893252374361047,18.57313938217668
MS,F,16,U,GT3,T,2,1,at_home,teacher,course,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,2,4,5,2,4,1,23,14.444476139364333,11.57029337425932,15.869706408973638
MS,M,18,R,GT3,A,1,0,health,health,course,father,1,1,3,no,yes,yes,no,yes,no,no,yes,2,1,2,3,5,2,14,11.74201705306406,15.550606334305808,12.926677507167309
GP,F,22,U,LE3,T,3,1,services,teacher,reputation,mother,1,1,3,no,no,yes,no,no,yes,no,yes,3,5,3,3,3,1,6,12.793621847208506,11.670439086584702,13.173391576108475
MS,M,22,R,GT3,A,0,4,at_home,other,other,father,2,4,0,no,no,no,yes,no,no,yes,yes,2,5,3,4,2,3,17,11.93700523099717,8.461081696965948,13.0282544796923
GP,M,19,R,LE3,T,3,3,services,health,course,mother,3,2,1,yes,yes,yes,no,no,yes,yes,no,4,1,5,1,4,3,0,12.695101859335066,8.187730635234907,14.27590945563033
GP,F,17,U,LE3,T,0,4,at_home,teacher,reputation,mother,2,2,1,no,yes,yes,no,yes,no,no,no,4,1,1,1,2,5,14,10.802979449314076,11.484791973314797,12.095199321157272
MS,M,22,U,GT3,T,0,3,teacher,at_home,home,father,4,2,3,no,no,no,yes,yes,no,yes,no,1,3,1,2,4,1,1,13.48461360060487,14.747219457472633,17.832845982910587
MS,M,20,U,LE3,T,4,3,other,at_home,course,mother,2,3,2,no,no,no,no,no,yes,yes,no,3,5,3,3,4,3,21,13.59092980874388,10.004724155754639,12.54386079135939
GP,M,17,U,LE3,T,0,4,services,health,home,other,1,3,3,no,no,yes,yes,yes,no,no,no,2,1,2,2,3,4,28,12.019914031143315,14.195359459176656,12.857832837884844
MS,M,20,R,GT3,A,0,4,at_home,other,course,mother,2,4,2,no,no,no,yes,no,yes,yes,no,1,5,1,2,4,5,1,12.420177918348744,12.302205738952553,17.110406762614193
MS,F,21,U,GT3,A,2,1,other,at_home,reputation,mother,1,1,3,yes,no,yes,no,yes,no,no,no,5,1,4,3,3,2,9,13.022303027182312,13.818629328052808,16.61596859701006
GP,M,16,R,LE3,A,3,4,services,at_home,reputation,father,2,2,1,yes,yes,yes,yes,yes,no,no,yes,5,2,5,2,1,5,19,10.418270916793162,11.130938481739346,15.016245759106406
GP,F,15,U,LE3,T,2,1,health,other,reputation,father,1,1,3,no,yes,no,yes,yes,yes,yes,yes,2,3,2,3,2,2,14,13.455811003044612,12.549029851121961,14.790942606511553
MS,M,22,R,GT3,A,0,1,at_home,teacher,other,mother,4,3,3,no,yes,no,yes,no,no,no,yes,2,1,1,2,3,4,9,14.340473151769988,14.816229525169717,17.24015329820224
GP,M,16,R,LE3,T,4,1,health,at_home,home,father,1,3,2,yes,yes,yes,yes,yes,yes,yes,yes,2,4,3,5,2,2,18,16.39459831951445,11.948485684235372,16.227854699690845
GP,F,21,R,LE3,T,2,3,teacher,services,other,other,2,3,1,no,no,yes,yes,yes,yes,no,yes,4,1,5,2,5,1,21,12.95511735017589,10.425435660197017,12.825186441646395
MS,M,18,R,LE3,A,2,3,health,at_home,course,other,4,1,2,no,no,yes,yes,no,no,yes,yes,2,2,1,2,1,2,27,10.333092335471953,6.546763837504433,9.906326811089205
GP,M,18,R,LE3,A,1,4,health,teacher,home,father,2,4,3,no,no,no,no,yes,no,yes,no,5,4,3,5,5,2,27,11.691188224562703,13.624597489366337,12.939744444895247
GP,M,21,R,LE3,T,0,3,at_home,teacher,reputation,mother,4,4,0,no,no,yes,yes,no,no,no,yes,2,4,1,1,5,5,12,8.571107838244327,9.685036218384164,13.722536833641913
MS,F,20,U,LE3,T,4,4,teacher,health,home,other,3,3,3,no,no,no,yes,no,yes,yes,no,3,1,5,3,4,4,29,14.182057746806581,10.43835264883975,12.283467633778761
MS,M,19,R,LE3,A,2,3,health,services,reputation,other,3,2,3,no,yes,yes,yes,yes,yes,yes,yes,5,2,4,4,4,2,23,5.820824319364412,8.78742811334511,7.723230507541135
GP,F,19,U,GT3,A,2,0,other,teacher,other,mother,3,1,2,no,yes,no,yes,no,no,yes,no,3,4,4,5,5,1,10,15.073965570853305,11.309745715165931,14.589284779324242
GP,M,20,U,GT3,A,4,0,services,other,other,father,2,3,0,no,yes,yes,no,yes,yes,no,no,5,3,3,1,4,5,21,15.435972797096685,18.292631745141193,19.27544796864854
MS,F,18,R,GT3,A,0,4,health,services,reputation,other,2,1,0,yes,yes,no,no,yes,yes,no,yes,1,3,4,2,2,4,1,3.2081241825675253,13.056117330022854,10.828516238181741
MS,F,18,U,GT3,T,1,3,teacher,services,reputation,mother,4,1,2,yes,yes,yes,yes,no,yes,yes,yes,5,5,5,1,4,4,20,15.825842979654393,10.067585526439451,14.421779299840312
MS,M,22,R,GT3,A,2,3,health,other,course,mother,4,4,1,no,no,yes,no,yes,yes,yes,yes,5,5,3,5,5,3,26,15.081858509219055,10.631089822511292,14.796914005376172
MS,M,18,U,LE3,A,1,1,services,at_home,other,other,4,3,0,no,no,yes,yes,yes,no,no,yes,3,2,1,2,4,1,12,11.12984465014735,7.683810750160891,9.586080175345232
GP,F,16,R,LE3,A,3,2,teacher,other,other,father,4,4,0,no,no,yes,yes,no,no,no,yes,3,4,2,1,4,5,21,8.424552927041077,8.608164228148263,11.591493681245797
MS,F,18,U,LE3,T,0,4,at_home,other,course,other,1,3,2,no,no,no,yes,no,no,no,no,5,3,1,4,3,5,24,9.486722700413447,8.131449842097275,11.320391776953118
MS,M,17,R,LE3,T,3,2,teacher,at_home,other,mother,3,1,1,yes,no,no,yes,yes,yes,yes,yes,5,3,5,3,3,1,21,9.724446610851608,12.810996249483999,12.910374675179284
GP,F,22,R,GT3,T,3,2,at_home,at_home,reputation,other,1,4,1,yes,yes,no,no,no,yes,no,no,4,2,3,3,5,4,25,15.948167880628882,13.340135697812748,18.29121900710923
MS,M,15,R,LE3,T,3,4,teacher,at_home,home,father,1,1,3,yes,yes,no,no,no,yes,yes,no,1,4,1,5,2,2,20,10.652879421802558,12.232795409523234,12.553671223443878
GP,M,18,R,LE3,A,0,3,services,at_home,home,mother,1,3,3,yes,yes,no,yes,no,yes,no,no,1,2,3,2,1,1,0,14.715969288225857,13.109522072259137,18.22425746878226
MS,M,20,U,GT3,T,0,4,services,at_home,other,father,1,2,2,no,no,yes,yes,no,no,yes,yes,2,1,4,2,1,5,25,11.627817966191131,9.701390728963894,12.282704311901407
MS,M,15,R,LE3,A,4,2,teacher,other,course,other,3,4,1,no,no,no,no,yes,yes,no,yes,5,3,2,3,5,1,4,12.165226914944135,8.55516949681627,11.909779964648099
MS,F,16,U,LE3,A,1,3,health,health,reputation,other,1,4,2,no,no,no,no,yes,yes,yes,yes,5,2,5,1,2,4,20,7.285813216551078,8.536149526936905,11.672067339985965
GP,M,20,U,GT3,A,1,0,services,health,home,father,4,1,3,yes,no,no,yes,no,no,no,yes,5,2,1,2,2,3,21,8.55878956292624,8.40322178560891,9.62052915832248
GP,F,15,U,LE3,A,4,4,at_home,teacher,reputation,other,2,1,2,no,yes,no,no,yes,no,no,yes,5,1,2,4,2,3,6,15.879292563723277,13.07602411815343,16.37828517277477
MS,M,20,R,LE3,T,4,4,at_home,health,other,father,4,2,2,no,no,yes,yes,no,no,yes,yes,1,5,5,4,3,2,12,11.532832435597973,18.04109504860456,16.724681918195618
GP,F,16,U,LE3,T,3,3,other,health,other,other,2,4,0,yes,yes,yes,no,no,yes,no,no,3,3,5,2,5,2,12,12.9019783466579,8.858177879726881,13.858077500639327
GP,M,22,U,LE3,T,4,0,at_home,other,home,father,4,3,0,yes,no,yes,no,yes,yes,no,yes,4,2,4,2,1,4,19,17.41907147811767,10.974162564506244,15.759050432675759
GP,F,17,U,LE3,A,2,0,other,at_home,other,father,4,3,0,yes,yes,yes,no,yes,yes,no,no,3,3,3,3,2,2,22,11.617121464048545,12.608680137798377,13.555158140618003
GP,F,16,R,GT3,A,1,3,teacher,at_home,course,mother,2,4,3,yes,no,no,no,yes,yes,no,no,3,5,3,5,5,3,20,11.447262063437858,11.162975935475908,12.382924036342606
GP,M,16,R,GT3,A,4,1,teacher,other,other,mother,3,4,2,yes,no,no,yes,yes,yes,yes,yes,1,2,2,3,1,4,5,15.618257662199273,12.998850601470368,17.79872817482096
GP,M,20,U,GT3,A,2,4,teacher,health,other,father,1,4,0,no,yes,yes,yes,no,yes,yes,yes,4,1,4,5,3,4,19,12.037049069957149,10.27382736198856,12.734848916463033
MS,M,22,R,GT3,A,2,4,health,other,other,other,4,2,0,no,yes,yes,no,no,no,no,yes,5,3,5,4,4,4,11,12.960021080783923,9.958996466462803,15.903567285560111
MS,M,21,R,GT3,T,2,2,health,teacher,reputation,other,3,3,0,yes,no,no,yes,yes,yes,yes,yes,1,1,4,5,1,1,7,14.990448868616461,11.452978910149142,15.994796020310252
GP,F,19,U,GT3,A,2,3,other,at_home,reputation,other,1,3,3,no,yes,no,no,no,no,yes,yes,1,5,4,3,1,2,8,12.000343931311079,12.979684291014388,16.598270843815957
MS,M,18,U,LE3,T,3,2,at_home,services,home,father,3,1,3,no,no,yes,no,yes,no,yes,yes,4,5,2,2,1,5,17,14.362765420083353,15.847476111823807,15.908337936539104
MS,F,18,R,GT3,A,2,2,at_home,teacher,home,father,3,1,2,no,no,yes,yes,yes,no,yes,no,2,3,3,5,4,3,27,11.652461182955241,13.129906128539448,12.509497177521876
MS,F,17,U,GT3,A,3,0,teacher,teacher,home,father,1,4,2,no,yes,yes,yes,yes,yes,yes,no,1,5,4,3,2,2,10,14.943417460715054,11.243529447493264,16.844971984099917
MS,M,17,R,LE3,T,3,4,services,other,other,father,4,1,2,yes,no,yes,yes,no,yes,no,no,3,4,4,4,4,3,19,13.263981208546802,14.492381769309928,15.94944361413418
GP,F,18,R,LE3,T,2,2,health,health,reputation,mother,3,2,0,no,no,no,no,no,no,yes,no,3,3,4,5,1,2,10,11.323788018783356,15.000302691616746,14.759551486287013
MS,F,19,R,GT3,A,1,0,health,at_home,course,father,4,3,1,no,yes,no,yes,yes,yes,no,no,5,4,1,4,3,5,23,12.222748746752595,11.089959243540438,13.053826996539813
MS,F,18,R,LE3,A,2,3,teacher,services,other,other,4,3,3,no,no,no,yes,yes,yes,yes,no,1,5,4,4,1,3,23,4.667002558373211,11.562141006512897,9.022619022429922
GP,F,21,R,GT3,A,2,2,health,teacher,other,mother,4,1,0,yes,no,yes,yes,yes,no,no,yes,5,3,4,1,3,5,14,15.58132097479075,10.718690951093619,14.729392793305298
GP,M,19,R,LE3,A,2,4,teacher,services,other,other,1,4,0,no,no,no,yes,yes,yes,no,yes,1,4,5,5,5,3,8,8.236096545048389,14.462709916307572,13.529554743194458
MS,M,17,U,GT3,T,1,2,other,health,course,father,2,1,2,yes,no,no,no,no,yes,no,yes,4,5,1,3,3,1,2,8.792647017903537,12.222571712038654,10.770867126712785
MS,M,15,U,LE3,A,0,3,at_home,health,home,mother,4,4,2,yes,yes,yes,no,no,yes,yes,no,1,2,4,5,1,1,16,10.685944314620736,7.783443206646709,11.793372846116958
MS,M,20,R,LE3,T,0,2,services,services,course,father,2,2,0,yes,yes,yes,no,yes,yes,yes,no,2,2,4,5,4,3,24,6.621148268147419,13.21847649039169,11.690409005380625
MS,F,21,R,GT3,A,3,4,at_home,at_home,home,mother,2,3,3,yes,yes,yes,no,yes,no,no,no,3,1,2,4,1,3,16,13.402848839832737,16.468905850165036,15.696834456420795
MS,F,21,R,GT3,T,3,0,at_home,health,course,other,3,2,3,no,no,yes,no,no,no,no,yes,4,2,2,4,1,5,2,13.083042014043773,16.705806319313773,17.619931937220407
MS,M,22,U,GT3,T,1,4,other,services,reputation,father,4,3,0,yes,yes,yes,no,yes,yes,yes,yes,3,4,1,4,5,4,18,10.540382896331057,10.562678711409262,12.95158340199574
GP,M,17,R,GT3,A,4,0,health,teacher,other,father,4,2,1,yes,yes,yes,no,no,yes,yes,yes,5,2,5,4,2,3,8,9.965880410548278,9.91017094742327,14.34477803370992
MS,M,17,U,GT3,T,0,1,services,services,other,mother,4,1,1,yes,yes,no,yes,no,yes,no,no,4,3,1,3,1,2,16,9.919810389196975,17.693604227397373,11.57413581751409
MS,F,16,R,LE3,A,3,4,health,services,other,mother,2,2,3,yes,no,no,no,yes,no,yes,no,2,3,1,2,5,2,22,13.844395231080155,16.70011116433213,16.717224490825526
GP,M,21,R,GT3,T,0,4,at_home,other,home,father,1,2,2,yes,yes,no,no,no,yes,yes,no,3,3,2,1,4,2,17,7.218822432134689,13.401908103884645,12.489618453709877
GP,M,16,U,GT3,A,1,3,teacher,health,course,mother,2,1,1,no,yes,no,no,no,yes,yes,yes,1,2,2,4,5,1,22,10.773002462320207,6.863422919632816,8.30607567926522
GP,M,16,U,LE3,T,1,2,at_home,at_home,reputation,father,4,3,1,yes,no,no,no,no,no,yes,no,1,2,5,4,5,5,14,7.411716839901931,10.181038244286729,11.647148066678962
GP,F,20,R,LE3,A,4,0,health,at_home,course,mother,4,3,2,no,no,no,yes,no,yes,yes,yes,1,1,4,1,3,1,0,14.306233363834869,8.719323943033535,15.24576873321232
MS,F,16,R,GT3,A,4,0,at_home,other,other,other,4,1,1,no,no,yes,no,yes,no,yes,yes,4,5,5,4,2,2,28,10.991332757371406,17.43706887752848,14.084566480366364
MS,F,19,R,LE3,T,1,3,teacher,at_home,reputation,mother,2,2,0,yes,no,yes,no,no,yes,no,yes,2,1,4,2,2,3,25,13.64024806189237,7.423260224448355,12.73081489556733
MS,F,18,U,LE3,T,3,3,other,services,reputation,other,4,2,1,no,no,yes,yes,no,no,no,yes,2,4,3,5,4,2,9,15.748612918058058,17.410945788862577,18.48242445643409
MS,F,15,U,GT3,T,0,2,health,other,other,mother,3,2,2,no,no,no,no,no,yes,no,yes,2,3,2,1,5,3,7,15.79928111288068,11.683425518021732,16.90257673055105
MS,F,17,U,LE3,T,2,2,at_home,teacher,course,mother,4,4,0,no,yes,no,no,yes,yes,no,yes,3,2,3,3,4,5,9,8.933696118107587,8.40690194737446,12.820556723930766
MS,F,19,U,LE3,A,4,4,health,health,other,father,1,3,1,yes,yes,yes,no,yes,no,no,yes,4,5,3,1,4,4,28,12.928379988010366,14.960395305111117,15.63850650041185
GP,F,15,U,GT3,T,2,1,other,health,course,mother,3,2,3,yes,no,yes,no,yes,no,no,no,1,5,2,2,2,3,25,15.364182059910908,13.888482467998774,14.348943495516682
MS,M,21,U,GT3,A,3,2,at_home,health,reputation,mother,4,3,0,yes,no,yes,no,no,no,yes,yes,3,2,3,3,2,1,1,14.089429392503945,8.201332006986123,14.646569759145477
GP,M,21,R,LE3,T,4,3,at_home,services,reputation,other,3,2,0,yes,yes,yes,no,yes,no,yes,no,2,1,1,5,2,2,18,14.385990815365654,11.924270824009549,14.489566893657853
GP,F,21,R,LE3,A,2,2,health,teacher,other,mother,4,1,3,yes,no,yes,no,yes,no,no,yes,1,5,4,4,1,2,13,6.650029544434272,16.126705173591997,11.572142349590116
MS,F,19,U,GT3,A,3,0,health,other,reputation,father,1,1,3,yes,no,no,yes,yes,yes,no,yes,4,1,5,1,5,2,7,14.043440893696479,10.770289431616488,14.831882630778951
GP,M,19,R,LE3,A,0,1,teacher,other,home,other,4,3,1,yes,yes,no,yes,no,no,no,yes,5,2,2,3,4,3,18,9.621206110893494,17.03918542911632,13.014794363142713
MS,F,17,R,LE3,A,3,4,other,health,reputation,father,3,3,1,no,no,no,no,yes,no,yes,no,2,1,1,1,5,5,0,13.994058150786504,9.765651449648548,17.826809019455574
GP,F,18,U,LE3,T,4,0,teacher,teacher,home,father,1,1,2,no,no,yes,yes,yes,no,yes,yes,2,3,5,5,4,3,15,13.928423966528918,7.133920865137397,9.812417161191798
MS,F,22,R,GT3,T,1,0,at_home,teacher,reputation,father,2,4,2,yes,yes,no,no,yes,no,yes,yes,2,2,5,1,4,1,24,13.769751698530994,12.135647151292527,14.298972764214447
GP,M,16,U,LE3,A,0,1,health,teacher,other,father,1,1,0,no,yes,yes,yes,no,yes,yes,no,2,2,5,3,4,2,23,11.668052554707495,7.6180719009665445,10.984224093583771
MS,M,21,U,LE3,T,2,4,at_home,at_home,other,other,1,2,3,yes,yes,no,no,no,yes,no,no,1,5,3,2,4,3,14,15.948274080728225,12.374661869703033,14.573086103059577
MS,M,20,R,GT3,T,4,3,at_home,at_home,home,mother,1,4,3,yes,yes,yes,yes,yes,yes,no,no,4,5,3,3,3,2,19,13.530924018790303,12.015429424423402,14.996916398448194
MS,M,18,U,LE3,A,1,4,services,health,other,father,3,1,2,yes,yes,yes,no,yes,yes,no,no,3,5,3,1,3,1,23,12.964547838682668,9.723220377542287,11.259506438940859
MS,M,20,U,LE3,T,3,2,services,teacher,reputation,other,1,4,0,no,no,no,yes,yes,yes,no,yes,1,3,3,5,1,4,29,9.196767446885165,17.636047439515075,15.143039405456912
MS,F,17,U,GT3,T,1,0,at_home,teacher,reputation,father,4,4,0,yes,no,no,yes,no,no,yes,yes,4,3,1,4,2,4,4,13.188273014579316,11.988072986140251,16.63947136491966
GP,M,17,U,GT3,T,4,2,health,other,other,mother,1,4,2,yes,no,no,no,no,yes,yes,no,3,4,3,4,4,4,2,17.936132052714058,14.593096039168785,20.0
GP,F,17,U,GT3,A,4,3,at_home,other,reputation,other,1,3,2,yes,no,no,no,yes,yes,no,yes,2,2,2,5,5,2,16,7.829452543826151,14.786153496684621,11.337677738609742
GP,F,15,U,GT3,T,1,2,services,health,course,other,4,1,2,yes,no,no,yes,no,no,yes,no,4,5,5,1,3,3,28,14.190318293998498,17.283033691002057,15.83269269381318
MS,M,20,U,LE3,A,3,4,health,teacher,course,mother,4,3,1,no,yes,yes,yes,yes,no,yes,no,2,2,1,5,2,2,9,14.568717958796821,8.371743996854732,15.187741804907906
GP,M,18,U,LE3,T,1,2,at_home,health,reputation,other,2,3,0,yes,no,no,no,no,yes,yes,no,4,1,3,1,1,5,4,17.176558213693497,6.7275821337230735,15.695969165896907
